Num,target,statement
259,Pro,The chief minister also demanded that the farmers be paid the due price for their produce and in toto implementation of the Swaminathan Commission report.
260,Neutral,Late Akali leader Ajit Singh Kohar had won from Shahkot fifth time in a row in 2017 and the now party has fielded his son Naib Singh Kohar.
261,Neutral,"When some laws have to be changed, two-third majority is required and now this is an opportunity to strengthen the government for better future of Punjab, Amarinder said."
262,Neutral,How can they run Punjab after forgetting Gurus.
0,Neutral,"Training his guns at the UPA government, Modi said that that Centre had no right to talk of secularism, when it could not provide answers to the many questions raised by the  1.25 billion-strong population of India."
1,Pro,"Praising former Indian Prime Minister Atal Bihari Vajpayee, Modi said that it was only under Vajpayee's government that foundation of state 's development was laid under the mantra -Insaniyat, Jamhooriyat, Kashmiriyat- and that needed to be take forward."
2,Neutral,"Targeting Arvind Kejriwal and defence minister AK Antony, Modi said that the Pakistan is praising three AK's- AK47, AK Antony and Arvind Kejriwal, whose party's official website has an Indian map in which half of Kashmir has already been given to Pakistan."
3,Pro,"Lets resolve that by 2022 we will no longer have to import pulses I have been telling our universities our agricultural universities should take up each variety of pulses how to do research in it, how to do genetic engineering in it, how to increase productivity, how to increase protein content so that farmers get good prices, Modi said."
4,Pro,"We must strive to reach the global level, Modi said, saying this was necessary to ensure food security for the countrys rising population."
5,Pro,Modi said the country had to import timber but lakhs of hectares of land was wasted because of fences erected by people along their fields.
6,Pro,"Making a strong outreach to the crisis-ridden farming community, Modi said the Kisan channel is aimed at helping drive farm income by supplying key information, such as weather, market and demand."
7,Anti,"Farmers are being forced to die miserable deaths, Bharatiya Janata Party (BJP) prime ministerial candidate Narendra Modi said on Thursday in a region which often hits the headlines for farmer suicides."
8,Pro,"The first guarantee given by any government should be that it will not let farmers die, Modi said."
9,Anti,"Addressing a gathering in Old Ankola town, Mr. Gandhi said instead of helping farmers and the poor through loan waiver, Mr. Modi was only interested in helping loan defaulters and had waived thousands of crores of loans of businessmen."
10,Anti,"Mr. Gandhi said that while Mr. Modi speaks at length on corruption, he has chosen a tainted former Chief Minister B.S. Yeddyurappa to be his chief ministerial candidate."
11,Pro,"It wont take even 11 days, said Mr. Gandhi to loud cheers from the crowd."
12,Neutral,"Trolled for remarksTaking this argument further, Mr. Gandhi said, The person who started the Coca-Cola company was like a person who sells shikanji (lemonade)."
13,Neutral,: Congress general secretary Rahul Gandhi said here on Saturday that Youth Congress workers had impressive credentials.
14,Anti,"At a party rally here, Mr. Gandhi said the Narendra Modi government, which had refused to waive farm loans, had waived off Rs.  2.5 lakh crore of public money to benefit a handful of the rich."
15,Anti,"Fortunately, Union Finance Minister Arun Jaitley has said that the Centre will not extend any further assistance for farm loan waiver which would have otherwise been hugely inflationary while bringing down the economys already sluggish growth rate."
16,Pro,Finance Minister Arun Jaitley says the additional burden on the countrys fiscal situation is manageable.
17,Pro,"Finance Minister Arun Jaitley has said his government will analyse and address rural India's issues, even going to the extent of saying that spending on rural India and agriculture is not populism."
18,Neutral,"Rahul, during an interactive session with farmers in Gannaur in Haryana, said farmers in Kutch were crying when they met him."
19,Neutral,"Continuing with his attack on PM for making false promises, Rahul asked, Narendra Modi ne dhai saal mein kamjor, yuva, kisan aur majdoor ke liye kya kiya (In the past two-and-a-half years, what has Modi for the weaker section, youth, farmers or labourers)?"
20,Pro,"Later in the day, ending his road show in the Old City, Rahul told a gathering that economists have told him that the schemes like MGNREGA and loan waiver had helped the overall economy of the country and not just the farmers."
21,Pro,"Us sey unka bhi fayeda hoga (It is a political advice for Arun Jaitley for his own good), Rahul said adding that such a budget would help farmers knows how much government has set aside for flood, drought, or to assist him with grains, vegetables."
22,Neutral,"Saying that the PM calls Neerav Modi and Mehul Chauksey his bhai, Gandhi told farmers to ask the PM as to how many jobs his pet industrialists have created."
23,Pro,"Referring to Gandhis loan waiver promise, a lady, Avisha Rokde, asked why not give good price so that question of loan waiver doesnt arise at all, Gandhi said, If farmers are in distress, waiver is the immediate step that needs to be taken."
24,Pro,"Gandhi said, If farmers are in distress, waiver is the immediate step that needs to be taken."
25,Neutral,"But you cannot forget the interests of other people of the country, Rahul said during the roadshow, which is part of his 2,500-km Kisan Yatra in poll-bound Uttar Pradesh."
26,Neutral,"Vishal SrivastavWhile addressing the public in Unnao as part of his Kisan Yatra on Thursday, Congress vice-president Rahul Gandhi asked why Union Finance Minister Arun Jaitley had not given a speech on loans waived by his government."
27,Neutral,"Reminding the gathering that the UPA government had waived farmers loans worth around Rs 70,000 crore, Rahul said that Congress leaders including him, the then Prime Minister Manmohan Singh as well as party president Sonia Gandhi had held a big rally to inform the public about loan waivers."
28,Neutral,"In past two-and-half years, Narendra Modi has waived Rs  1.1 lakh crore against our Rs 70,000 crore, said Rahul."
29,Pro,Rahul Gandhi said he would force the BJP-led NDA government at the Centre for a loan waiver for the distressed farmers.
30,Pro,(Source: ANI photo) Rahul Gandhi said he would force the BJP-led NDA government at the Centre for a loan waiver for the distressed farmers.
31,Pro,"Claiming that the Modi government had waived Rs  1.10 lakh crore to 15 big corporates, Gandhi asked the Centre why cant it waive the farmers loan."
32,Anti,"Congress president Sonia Gandhi said Modi had led people, including farmers, up the garden path before the polls and was bringing anti-farmer policies now."
