Entity	Source	By-Statement
Arun Jaitley	DecH	Finance Minister PERSON too had said late last week that he saw no reason to postpone GST roll out .
Arun Jaitley	DecH	When referred to the leakage of Aadhaar details of cricketer M s Dhoni , PERSON said it was the result of an immature act by somebody in Ranchi against whom action has been taken .
Arun Jaitley	DecH	Finance Minister PERSON , however , said that GST compliance will be further simplified to increase the tax base .
Arun Jaitley	DecH	On the compliance burden of the GST , PERSON said it was a little heavy , but the process would ease on account of the initiatives being undertaken by the revenue department .
Arun Jaitley	DecH	New Delhi , Apr 24 , 2015 ( PTI ) 17:44 Istthe Long-Pending goods and services tax ( GST ) bill was today moved in PERSON for consideration amid stiff resistance by several opposition parties , even as finance minister PERSON said it is a win-win measure and states have nothing to fear .
Arun Jaitley	DecH	Commending the bill for consideration and passage , PERSON said : GST is going to lead to a win-win situation as far as the centre and the states are concerned .
Arun Jaitley	DecH	As regards the compensation to the states on account of any possible loss of revenue following implementation of the GST , PERSON said there will be 100 per cent compensation in first three years , 75 per cent in the fourth year and 50 per cent in the fifth year .
Arun Jaitley	DecH	Insisting that states have nothing to fear , Arunjaitley said , the structure of the GST council is such that states have the veto power .
Arun Jaitley	DecH	This law will enable confiscation of Benami property and provide for prosecution , thus blocking a major avenue for generation and holding of black money in the form of Benami property , especially in real estate , PERSON had said .
Arun Jaitley	DecH	Pti file PERSON day after data showed Indias key infrastructure sectors growing at their fastest pace along with sustained acceleration in manufacturing , finance minister PERSON on Tuesday said Demonetisation did not see a 2 dip in the economy nor did it induce any agrarian crisis as apprehended .
Arun Jaitley	DecH	Dh news service , New Delhi , PERSON , 1:19 PERSON confident of July 1 PERSON and silver will be taxed at 3 under the goods and services tax regime , finance ministry PERSON announced after a meeting of the GST Council on Saturday .
Arun Jaitley	DecH	The 5 GST on readymade garments below RS 1,000 would benefit the public , being a mass consumption item , Arunjaitley said .
Arun Jaitley	DecH	All states have agreed on the rollout of GST from that date , PERSON said .
Arun Jaitley	DecH	Beyond that as the central government , I have nothing to say , PERSON told reporters when asked if the centre will intervene on the issue of farm loan waivers and related protests .
Arun Jaitley	DecH	July 1 now optimistically looks like the implementation date for GST , finance minister PERSON told reporters after a day-long meeting with his state counterparts at the GST Council .
Arun Jaitley	DecH	Asked whether the central GST and the integrated GST bills would come up before parliament during the winter session , PERSON said , that is the effort .
Arun Jaitley	DecH	Making Drought-Proofing a priority area , PERSON said as many as 28 .
Arun Jaitley	DecH	In a bid to ensure that all farmers get the minimum support price , Arunjaitley said the states would be encouraged to take up decentralised procurement , undertaking online procurement of food grains through the food corporation of India and making arrangements for procurement of pulses , an area that has been in the domain of private traders so far .
Arun Jaitley	DecH	Ready to talk to PERSON on GST : Jaitleynew Delhi , Nov 5 , 2015 , Dhns : 2:19 Istfinance minister PERSON on Wednesday said introduction of the goods and services tax ( GST ) , is only a question of time and he is ready to meet PERSONress leaders to resolve a parliamentary deadlock .
Arun Jaitley	DecH	Finance Minister PERSON said the GST council meeting on Monday made a significant headway and the issue of Cross-Empowerment or dual control was resolved .
Arun Jaitley	DecH	On GST , PERSON said if there is an intention to resolve all can be resolved .
Arun Jaitley	DecH	It clearly indicates that our target to integrate black money economy with the formal economy is happening , PERSON said .
Arun Jaitley	DecH	Shrinking PERSON strength in RS will make GST happen : PERSON , DEC 30 , 2015 , ( PTI ) 19:37 Isthitting back at PERSONress party 's Trinity remarks , finance minister PERSON today said gods do n't vote in parliament , and GST will happen as the strength of main opposition party is shrinking in PERSON .
Arun Jaitley	DecH	In view of the unrelenting attitude of the Congress on the GST issue , finance minister PERSON said , keeping this political reality in mind , cabinet committee on political affairs ( Ccpa ) decided to recommend to President to PERSON monsoon session .
Arun Jaitley	DecH	On whether the government will be able to stick to the deadline of April 1 , 2016 for rolling out the GST , PERSON said , your guess is as good as mine .
Arun Jaitley	DecH	India growing at 7-8 per cent is fairly reasonable in the current global context , finance minister PERSON said today while maintaining that the decline in fourth quarter GDP print can not be attributed to Demonetisation alone .
Arun Jaitley	DecH	There was some slowdown visible given the global and domestic situation even prior to Demonetisation in the last year , PERSON said while addressing media on completion of three years of the Modi government .
Arun Jaitley	DecH	Commenting on the stalemate in parliament , finance minister PERSON said yesterday that there were many issues like floods and agricultural issues which PERSON members wanted to raise .
